문화재명,시군구명,종목,경도,위도,대표이미지
이섭교비,동래구,시도기념물,129.092334001922,35.1936117665238,http://www.cha.go.kr/unisearch/images/monument/2666161.jpg
천성진성,강서구,시도기념물,128.818082605025,35.0303419628106,http://www.cha.go.kr/unisearch/images/monument/1645102.jpg
가덕도 척화비,강서구,시도기념물,128.8344362,35.0645446,http://www.cha.go.kr/unisearch/images/monument/1645110.jpg
가덕도 동백군락,강서구,시도기념물,128.837285844325,34.9998184692927,http://www.cha.go.kr/unisearch/images/monument/1645113.jpg
장안사대웅전,기장군,시도기념물,129.2329449,35.3746205,http://www.cha.go.kr/unisearch/images/monument/1645127.jpg
기장 아이봉수대,기장군,시도기념물,129.295631725301,35.3282915938515,http://www.cha.go.kr/unisearch/images/monument/1645131.jpg
기장향교,기장군,시도기념물,129.215823129421,35.25758591281,http://www.cha.go.kr/unisearch/images/monument/1645140.jpg
기장읍성,기장군,시도기념물,129.211859140854,35.2443020306666,http://www.cha.go.kr/unisearch/images/monument/1645155.jpg
기장척화비,기장군,시도기념물,129.2273014,35.2246958,http://www.cha.go.kr/unisearch/images/monument/1645165.jpg
노포동고분군,금정구,시도기념물,129.098938296541,35.2830983232736,http://www.cha.go.kr/unisearch/images/monument/1645172.jpg
생곡동 가달고분군,강서구,시도기념물,128.875267699284,35.1352117922754,http://www.cha.go.kr/unisearch/images/monument/1645178.jpg
범방동 패총,강서구,시도기념물,128.881335490279,35.1559716482698,http://www.cha.go.kr/unisearch/images/monument/1645183.jpg
해운대석각,해운대구,시도기념물,129.1580784,35.1628078,http://www.cha.go.kr/unisearch/images/monument/1645193.jpg
해운대동백섬,해운대구,시도기념물,129.152122396951,35.1543489185017,http://www.cha.go.kr/unisearch/images/monument/1645195.jpg
김해 죽도왜성,강서구,시도기념물,128.899068878924,35.1948707150033,http://www.cha.go.kr/unisearch/images/monument/1645198.jpg
기장죽성리왜성,기장군,시도기념물,129.241532962265,35.2428407056104,http://www.cha.go.kr/unisearch/images/monument/1645206.jpg
근대역사관(舊동양척식주식회사부산지점),중구,시도기념물,129.031276352942,35.1026406945268,http://www.cha.go.kr/unisearch/images/monument/1645210.jpg
기장죽성리해송,기장군,시도기념물,129.245444780335,35.240975416677,http://www.cha.go.kr/unisearch/images/monument/1645220.jpg
부산지방기상청,중구,시도기념물,129.032177235974,35.1046988030425,http://www.cha.go.kr/unisearch/images/monument/1645226.jpg
사처석교비,남구,시도기념물,129.0927619,35.1408349,http://www.cha.go.kr/unisearch/images/monument/2328903.jpg
임시수도대통령관저,서구,시도기념물,129.0173358,35.1033521,http://www.cha.go.kr/unisearch/images/monument/1645244.jpg
정과정유적지,수영구,시도기념물,129.115106821888,35.1818006734298,http://www.cha.go.kr/unisearch/images/monument/1645248.jpg
부산진일신여학교,동구,시도기념물,129.052899360788,35.1347959126116,http://www.cha.go.kr/unisearch/images/monument/1645255.jpg
영도대교,영도구,시도기념물,129.036466414641,35.0955502464534,http://www.cha.go.kr/unisearch/images/monument/2307932.jpg
망산도·유주암,강서구,시도기념물,128.821301026784,35.0965513237656,http://www.cha.go.kr/unisearch/images/monument/1645260.jpg
기장동부리회화나무,기장군,시도기념물,129.212096,35.2441937,http://www.cha.go.kr/unisearch/images/monument/1645271.jpg
기장산성,기장군,시도기념물,129.193764092476,35.2419051569783,http://www.cha.go.kr/unisearch/images/monument/1645275.jpg
동래부 동헌,동래구,시도기념물,129.086166649306,35.2033097498872,http://www.cha.go.kr/unisearch/images/monument/1645282.jpg
금정산 금샘,금정구,시도기념물,129.054563691915,35.28052166412,http://www.cha.go.kr/unisearch/images/monument/1645309.jpg
금곡동 율리 바위그늘유적,북구,시도기념물,129.016872242657,35.2470204387386,http://www.cha.go.kr/unisearch/images/monument/1645324.jpg
황실축원장엄수,금정구,시도민속문화재,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/folklore_material/1658092.jpg
다대첨사영 갑주,동래구,시도민속문화재,129.0962765,35.2014117,http://www.cha.go.kr/unisearch/images/folklore_material/1658093.jpg
동래영 갑주,동래구,시도민속문화재,129.0962765,35.2014117,http://www.cha.go.kr/unisearch/images/folklore_material/1658094.jpg
동래영구군복,동래구,시도민속문화재,129.0962765,35.2014117,http://www.cha.go.kr/unisearch/images/folklore_material/1658095.jpg
장안사연,기장군,시도민속문화재,129.2329449,35.3746205,http://www.cha.go.kr/unisearch/images/folklore_material/1658096.jpg
장산 마고당·천제단,해운대구,시도민속문화재,129.155504128831,35.1923623211617,http://www.cha.go.kr/unisearch/images/folklore_material/1658097.jpg
반송삼절사,해운대구,문화재자료,129.161350354961,35.2294768697724,http://www.cha.go.kr/unisearch/images/cultural_material/1659341.jpg
기장남산봉수대,기장군,문화재자료,129.232970747606,35.2341882325232,http://www.cha.go.kr/unisearch/images/cultural_material/1659343.jpg
범어사청동은입사향완,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659347.jpg
범어사 유제 대발,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659348.jpg
범어사 대웅전 청동북,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659349.jpg
범어사 선방 축성패,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659350.jpg
마애지장보살좌상,수영구,문화재자료,129.125461861544,35.1625916606683,http://www.cha.go.kr/unisearch/images/cultural_material/1659351.jpg
혜원정사팔상도,연제구,문화재자료,129.0848906,35.1862757,http://www.cha.go.kr/unisearch/images/cultural_material/2019042510134700.jpg
범어사아미타극락회상도,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659355.jpg
범어사청풍당아미타극락회상도,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659356.jpg
범어사 아미타이십육보살도,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659357.jpg
범어사비로자나불회도,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659358.jpg
범어사칠성도,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659359.jpg
마하사영산회상도,연제구,문화재자료,129.0875441,35.1636192,http://www.cha.go.kr/unisearch/images/cultural_material/1659360.jpg
마하사응진전영산회상도,연제구,문화재자료,129.0875441,35.1636192,http://www.cha.go.kr/unisearch/images/cultural_material/1659361.jpg
마하사응진전16나한도,연제구,문화재자료,129.0875441,35.1636192,http://www.cha.go.kr/unisearch/images/cultural_material/1659362.jpg
마하사대웅전석조석가여래삼존상,연제구,문화재자료,129.0875441,35.1636192,http://www.cha.go.kr/unisearch/images/cultural_material/1659364.jpg
마하사응진전목조석가여래좌상,연제구,문화재자료,129.0875441,35.1636192,http://www.cha.go.kr/unisearch/images/cultural_material/1659365.jpg
마하사응진전석조나한상,연제구,문화재자료,129.0875441,35.1636192,http://www.cha.go.kr/unisearch/images/cultural_material/1659366.jpg
범어사목조시방삼보자존패,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659368.jpg
범어사목조석가여래위패,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659369.jpg
범어사목조옴마니반메훔소통,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659370.jpg
범어사목제어피인통,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659371.jpg
범어사연,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659372.jpg
범어사바라,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659373.jpg
선암사 괘불탱,부산진구,문화재자료,129.0277584,35.1769363,http://www.cha.go.kr/unisearch/images/cultural_material/1659374.jpg
변관식필영도교,서구,문화재자료,129.0201433,35.1216423,http://www.cha.go.kr/unisearch/images/cultural_material/1659375.jpg
안적사지장시왕도,기장군,문화재자료,129.1699083,35.2141431,http://www.cha.go.kr/unisearch/images/cultural_material/1659376.jpg
안적사아미타극락회상도,기장군,문화재자료,129.1699083,35.2141431,http://www.cha.go.kr/unisearch/images/cultural_material/1659378.jpg
대원사 독성도,부산진구,문화재자료,129.0276671,35.1433188,http://www.cha.go.kr/unisearch/images/cultural_material/1659379.jpg
미인도,서구,문화재자료,129.0201433,35.1216423,http://www.cha.go.kr/unisearch/images/cultural_material/1659380.jpg
연등사 영산회상도,동구,문화재자료,129.0490192,35.133035,http://www.cha.go.kr/unisearch/images/cultural_material/1659381.jpg
청량사석가모니후불탱,강서구,문화재자료,128.9190842,35.11733,http://www.cha.go.kr/unisearch/images/cultural_material/1659382.jpg
복천사석가영산회상도,영도구,문화재자료,129.0499607,35.0828429,http://www.cha.go.kr/unisearch/images/cultural_material/2020030609370700.png
금정진관아터,금정구,문화재자료,129.054148625203,35.2524838865327,http://www.cha.go.kr/unisearch/images/cultural_material/1659383.jpg
선암사 청동북,부산진구,문화재자료,129.0277584,35.1769363,http://www.cha.go.kr/unisearch/images/cultural_material/1659384.jpg
복천사독성도및복장유물일괄,영도구,문화재자료,129.0499607,35.0828429,http://www.cha.go.kr/unisearch/images/cultural_material/1659386.jpg
복천사현왕도및복장유물일괄,영도구,문화재자료,129.0499607,35.0828429,http://www.cha.go.kr/unisearch/images/cultural_material/1659387.jpg
동래부산도병,남구,문화재자료,129.0927619,35.1408349,http://www.cha.go.kr/unisearch/images/cultural_material/2020082718251800.jpg
척판암석조여래좌상,기장군,문화재자료,129.2290163,35.3770403,http://www.cha.go.kr/unisearch/images/cultural_material/1659388.jpg
묘관음사오여래탱,기장군,문화재자료,129.2661029,35.3241101,http://www.cha.go.kr/unisearch/images/cultural_material/1659389.jpg
운수사아미타삼존도,사상구,문화재자료,129.0125768,35.1836762,http://www.cha.go.kr/unisearch/images/cultural_material/1659395.jpg
국청사금정산성승장인,금정구,문화재자료,129.0548705,35.2536125,http://www.cha.go.kr/unisearch/images/cultural_material/1659396.jpg
범어사자수수복문병풍,금정구,문화재자료,129.0686611,35.2842321,http://www.cha.go.kr/unisearch/images/cultural_material/1659398.jpg
묘관음사불자,기장군,문화재자료,129.2661029,35.3241101,http://www.cha.go.kr/unisearch/images/cultural_material/1659400.jpg
기장장관청,기장군,문화재자료,129.212096,35.2441937,http://www.cha.go.kr/unisearch/images/cultural_material/1659402.jpg
범어사내원암석조보살좌상,금정구,문화재자료,129.0669074,35.2872027,http://www.cha.go.kr/unisearch/images/cultural_material/1659405.jpg
복천사석조석가여래및보살좌상,영도구,문화재자료,129.0440291,35.0857025,http://www.cha.go.kr/unisearch/images/cultural_material/1659407.jpg
교린수지,부산진구,문화재자료,129.0500057,35.1832929,http://www.cha.go.kr/unisearch/images/cultural_material/1659411.jpg
석조여래좌상,금정구,문화재자료,129.0870773,35.2679194,http://www.cha.go.kr/unisearch/images/cultural_material/1659412.jpg
선암사 삼층석탑,부산진구,문화재자료,129.0277584,35.1769363,http://www.cha.go.kr/unisearch/images/cultural_material/1659413.jpg
쌍구장경호,서구,문화재자료,129.0193361,35.1046988,http://www.cha.go.kr/unisearch/images/cultural_material/1659415.jpg
마문장경호,서구,문화재자료,129.0193361,35.1046988,http://www.cha.go.kr/unisearch/images/cultural_material/1659416.jpg
전 이순신 초상,서구,문화재자료,129.0193361,35.1046988,http://www.cha.go.kr/unisearch/images/cultural_material/1659417.jpg
구)한국은행 부산본부,중구,문화재자료,129.032160387012,35.1025083657799,http://www.cha.go.kr/unisearch/images/cultural_material/1659439.jpg
부산 임시수도 정부청사,서구,등록문화재,129.019347796782,35.1048520841505,http://www.cha.go.kr/unisearch/images/register/1667682.jpg
부산 송정역,해운대구,등록문화재,129.200456,35.181110,http://www.cha.go.kr/unisearch/images/register/1667694.jpg
부산 복병산배수지,중구,등록문화재,129.032321303711,35.1057012154713,http://www.cha.go.kr/unisearch/images/register/1667696.jpg
부산 구 경남상업고등학교 본관,서구,등록문화재,129.013427408069,35.115118692473,http://www.cha.go.kr/unisearch/images/register/1667702.jpg
부산 구 남선전기 사옥,서구,등록문화재,129.023229545368,35.0994140074141,http://www.cha.go.kr/unisearch/images/register/1667723.jpg
부산 수정동 일본식 가옥,동구,등록문화재,129.042676,35.125661,http://www.cha.go.kr/unisearch/images/register/1667725.jpg
부산 초량동 일본식 가옥,동구,등록문화재,129.041874,35.121881,http://www.cha.go.kr/unisearch/images/register/1667733.jpg
부산 재한유엔기념공원,남구,등록문화재,129.097426269167,35.1279353413853,http://www.cha.go.kr/unisearch/images/register/1667742.jpg
부산 구 성지곡수원지,부산진구,등록문화재,129.041076789424,35.1869238458096,http://www.cha.go.kr/unisearch/images/register/1667749.jpg
디젤전기기관차 2001호,부산진구,등록문화재,129.0532073,35.1472758,http://www.cha.go.kr/unisearch/images/register/1667754.jpg
부산 경남고등학교 덕형관,서구,등록문화재,129.019768123255,35.1207457079901,http://www.cha.go.kr/unisearch/images/register/1667767.jpg
대한성공회 부산주교좌성당,중구,등록문화재,129.030631578583,35.1034413299715,http://www.cha.go.kr/unisearch/images/register/1667770.jpg
부산대학교 구 본관,금정구,등록문화재,129.081235491421,35.2322948234218,http://www.cha.go.kr/unisearch/images/register/2126209.jpg
부산대학교 무지개문 및 구 수위실,금정구,등록문화재,129.082340724775,35.2304326121144,http://www.cha.go.kr/unisearch/images/register/2126260.jpg
부산 구 백제병원,동구,등록문화재,129.039152,35.116353,http://www.cha.go.kr/unisearch/images/register/2241680.jpg
부산 우암동 소막마을 주택,남구,등록문화재,129.069796,35.125612,http://www.cha.go.kr/unisearch/images/register/2018062816394800.JPG
부산 구 동래역사,동래구,등록문화재,129.090018255492,35.1977994474476,http://www.cha.go.kr/unisearch/images/register/2019060414341600.jpg
